,상호명,도로명주소,위도,경도
226,용마포차,서울특별시 중랑구 용마산로96길 21,37.5902587,127.0986559
227,다루,서울특별시 영등포구 도림로112길 3,37.50873761,126.9004413
228,잘란잘란온이수,서울특별시 동작구 동작대로25길 52-8,37.48516423,126.9795533
229,동네형아,서울특별시 송파구 올림픽로32길 18-11,37.51407076,127.1088147
230,오늘도좋은날,서울특별시 광진구 동일로70길 47,37.56402602,127.0795594
231,은경,서울특별시 광진구 면목로 80,37.56074891,127.0787508
232,술집,서울특별시 동작구 동작대로25길 46,37.48535713,126.9799803
233,망고노래빠,서울특별시 관악구 남부순환로 1588,37.48365388,126.9270526
234,펀비어킹,서울특별시 금천구 독산로64길 4,37.46476478,126.9031656
235,야들리애,서울특별시 양천구 곰달래로 22,37.52972716,126.8351009
236,돼지네포장마차,서울특별시 강남구 학동로81길 7,37.51953768,127.0506709
237,아이리스,서울특별시 성동구 성덕정19길 17,37.53761929,127.0571064
238,위스키서울,서울특별시 용산구 한강대로52길 25,37.53193046,126.9724786
239,수지,서울특별시 송파구 송파대로37길 124,37.49788484,127.0989304
240,노이,서울특별시 송파구 송파대로30길 41-12,37.49680863,127.121132
241,쿠마,서울특별시 성북구 고려대로26길 9,37.58579523,127.0300383
242,아미,서울특별시 마포구 토정로 310-1,37.53993492,126.9432312
243,친구네,서울특별시 양천구 화곡로4길 2,37.53908846,126.8268649
244,사거리식당,서울특별시 광진구 아차산로33길 43,37.54221354,127.0706051
245,혜진네마차,서울특별시 중랑구 용마산로116길 26,37.59935729,127.1019435
246,금별맥주,서울특별시 관악구 신림로 329,37.48369333,126.9294152
247,정인,서울특별시 은평구 연서로29길 20-13,37.6197874,126.9186538
248,브라바,서울특별시 강남구 선릉로155길 29,37.52567235,127.0371302
249,몬스터테이블,서울특별시 광진구 답십리로 382,37.57130511,127.0828547
250,좋아요,서울특별시 영등포구 여의대방로69길 7,37.51975177,126.9312419
251,대명,서울특별시 성북구 보문로 70,37.58164406,127.0216233
252,꼬꼬닭,서울특별시 용산구 한강대로21가길 61,37.52528048,126.9611207
253,딥247,서울특별시 광진구 자양로18길 53,37.53817372,127.0863723
254,주책,서울특별시 송파구 거마로9길 18-12,37.49716917,127.14447
255,강구항을지로골뱅이,서울특별시 서초구 효령로 303,37.48546634,127.0173157
256,타임,서울특별시 용산구 보광로 37-1,37.52755744,126.9994199
257,종합신발,서울특별시 서대문구 증가로10길 12,37.57797693,126.9233004
258,연남마실,서울특별시 마포구 동교로51길 129-2,37.56639407,126.9198449
259,2도맥주,서울특별시 영등포구 선유로 76,37.52064083,126.8898931
260,낭만포차,서울특별시 금천구 남부순환로126길 19,37.47929906,126.906119
261,악당,서울특별시 종로구 삼일대로30길 21,37.57421124,126.9885734
262,휘공,서울특별시 강남구 강남대로158길 26,37.5191775,127.020901
263,을지로골뱅이,서울특별시 서초구 강남대로43길 14-1,37.48760082,127.0313772
264,초이양꼬치·쌀국수,서울특별시 중랑구 봉우재로33길 48,37.59437884,127.0884033
265,하늘아래우리,서울특별시 구로구 디지털로32길 97-16,37.48352371,126.9011276
266,"용용선생1호점,2호점",서울특별시 광진구 아차산로33길 25,37.54146289,127.0702523
267,어게인,서울특별시 강북구 솔매로 91-1,37.62540513,127.0224208
268,신세계,서울특별시 구로구 구로동로 72,37.48531956,126.8860287
269,프릴로제,서울특별시 마포구 성미산로29안길 6-3,37.56489923,126.9229001
270,약속호프,서울특별시 영등포구 대림로29길 43,37.49376017,126.8953912
271,마을호프,서울특별시 구로구 구로중앙로 17,37.49157955,126.8915333
272,작은성,서울특별시 광진구 면목로 113-1,37.56388496,127.0799573
273,여기서놀자,서울특별시 강서구 마곡중앙6로 89,37.56015848,126.8372758
274,닥터스,서울특별시 강남구 선릉로162길 27-3,37.52668483,127.0430794
275,재구네닭발,서울특별시 중구 퇴계로84길 26,37.56457854,127.0194808
276,라비앙로즈,서울특별시 마포구 동교로9길 48,37.55592786,126.9094817
277,보틀즈,서울특별시 양천구 오목로 300,37.52482231,126.8700104
278,노가리와뻑가리,서울특별시 성북구 돌곶이로 43,37.60789551,127.0598216
279,그냥삼겹살집이나할걸그랬다,서울특별시 관악구 시흥대로 566-7,37.48325767,126.9025561
280,코스모스,서울특별시 광진구 면목로 146,37.56622204,127.0815473
281,플레이걸,서울특별시 관악구 대학길 37,37.46900987,126.9378094
282,정,서울특별시 강남구 봉은사로 422,37.51060055,127.0463615
283,오,서울특별시 구로구 새말로 30,37.50243216,126.8843042
284,어셈블,서울특별시 강남구 영동대로85길 34,37.50670598,127.0607302
285,탭앤와인씨앤씨,서울특별시 종로구 종로12길 14,37.56943698,126.9855702
286,고래똥,서울특별시 서초구 효령로49길 33,37.48517756,127.0097097
287,파티,서울특별시 성북구 장위로 89,37.61391675,127.0466294
288,솜사탕,서울특별시 노원구 상계로24길 24,37.6574632,127.0702584
289,아노래짱,서울특별시 강동구 천호대로177길 16,37.53509136,127.1378024
290,다크몬스터,서울특별시 구로구 디지털로32나길 27-8,37.48456037,126.9002078
291,여기가좋겠네,서울특별시 금천구 금하로24길 31,37.44955063,126.9085302
292,복태포차,서울특별시 서초구 강남대로85길 19,37.50722736,127.0217245
293,비앙,서울특별시 영등포구 국제금융로8길 27-9,37.5196676,126.9289127
294,에이치몰트위스키바,서울특별시 강남구 도산대로89길 21,37.52591138,127.0510766
295,발짝,서울특별시 중랑구 중랑역로 73,37.59994639,127.0778487
296,뉴본7080라이브,서울특별시 강북구 도봉로 350,37.6385594,127.0266787
297,94단,서울특별시 은평구 은평로 60-5,37.59837808,126.9146378
298,세종치킨,서울특별시 종로구 새문안로5가길 3-10,37.57235691,126.9741649
299,고대표포차,서울특별시 관악구 관천로 73,37.48512197,126.9240126
300,이찌방이야기,서울특별시 은평구 연서로29길 13,37.61895898,126.9187111
301,윰,서울특별시 양천구 목동중앙북로 83-1,37.54651672,126.8725687
302,721포차,서울특별시 서대문구 응암로1길 18,37.58181331,126.9103157
303,루이스,서울특별시 송파구 오금로11길 55-8,37.51542338,127.1137419
304,마실주점,서울특별시 강동구 양재대로124길 61,37.54250896,127.1455025
305,보네르아띠디,서울특별시 종로구 종로3길 17,37.57098327,126.9788929
306,만리199,서울특별시 중구 만리재로 199,37.55546006,126.9676963
307,끼니땡,서울특별시 양천구 중앙로34길 27,37.52045437,126.8534016
308,세시봉,서울특별시 은평구 통일로 901,37.62346281,126.9195521
309,따봉,서울특별시 강남구 선릉로112길 13,37.51152338,127.0445965
310,남산길,서울특별시 중구 다산로 108,37.55343569,127.0101313
311,인생술집,서울특별시 서대문구 통일로39길 23,37.58764693,126.9434515
312,도즈,서울특별시 마포구 잔다리로 7,37.55054781,126.9221447
